-- CONFIGURATIONS
--- data_type: 2 0
--- train/test: 4032/1728
--- max no. reactants: 14
--- max no. products: 1
--- use_saved: False
--- model_path: ./model/finetuned/model_2_0_4032_27407.pt
variable project_node_feats.0.weight loaded!
variable project_node_feats.0.bias loaded!
variable project_edge_feats.0.weight loaded!
variable project_edge_feats.0.bias loaded!
variable gnn_layers.0.eps loaded!
variable gnn_layers.0.apply_func.0.weight loaded!
variable gnn_layers.0.apply_func.0.bias loaded!
variable gnn_layers.0.apply_func.2.weight loaded!
variable gnn_layers.0.apply_func.2.bias loaded!
variable gnn_layers.1.eps loaded!
variable gnn_layers.1.apply_func.0.weight loaded!
variable gnn_layers.1.apply_func.0.bias loaded!
variable gnn_layers.1.apply_func.2.weight loaded!
variable gnn_layers.1.apply_func.2.bias loaded!
variable gnn_layers.2.eps loaded!
variable gnn_layers.2.apply_func.0.weight loaded!
variable gnn_layers.2.apply_func.0.bias loaded!
variable gnn_layers.2.apply_func.2.weight loaded!
variable gnn_layers.2.apply_func.2.bias loaded!
variable sparsify.0.weight loaded!
variable sparsify.0.bias loaded!
variable sparsify.1.weight loaded!
Successfully loaded pretrained model!
-- TRAINING
--- training epoch 9, lr 0.000500, processed 4032/4032, loss 0.499, time elapsed(min) 0.30
--- training epoch 19, lr 0.000500, processed 4032/4032, loss 0.399, time elapsed(min) 0.30
--- training epoch 29, lr 0.000500, processed 4032/4032, loss 0.353, time elapsed(min) 0.30
--- training epoch 39, lr 0.000500, processed 4032/4032, loss 0.275, time elapsed(min) 0.30
--- training epoch 49, lr 0.000500, processed 4032/4032, loss 0.195, time elapsed(min) 0.30
--- training epoch 59, lr 0.000500, processed 4032/4032, loss 0.161, time elapsed(min) 0.30
--- training epoch 69, lr 0.000500, processed 4032/4032, loss 0.116, time elapsed(min) 0.30
--- training epoch 79, lr 0.000500, processed 4032/4032, loss 0.094, time elapsed(min) 0.30
--- training epoch 89, lr 0.000500, processed 4032/4032, loss 0.054, time elapsed(min) 0.30
--- training epoch 99, lr 0.000500, processed 4032/4032, loss 0.036, time elapsed(min) 0.30
--- training epoch 109, lr 0.000500, processed 4032/4032, loss -0.015, time elapsed(min) 0.30
--- training epoch 119, lr 0.000500, processed 4032/4032, loss -0.022, time elapsed(min) 0.30
--- training epoch 129, lr 0.000500, processed 4032/4032, loss -0.058, time elapsed(min) 0.30
--- training epoch 139, lr 0.000500, processed 4032/4032, loss -0.077, time elapsed(min) 0.30
--- training epoch 149, lr 0.000500, processed 4032/4032, loss -0.082, time elapsed(min) 0.30
--- training epoch 159, lr 0.000500, processed 4032/4032, loss -0.109, time elapsed(min) 0.30
--- training epoch 169, lr 0.000500, processed 4032/4032, loss -0.126, time elapsed(min) 0.30
--- training epoch 179, lr 0.000500, processed 4032/4032, loss -0.144, time elapsed(min) 0.29
--- training epoch 189, lr 0.000500, processed 4032/4032, loss -0.175, time elapsed(min) 0.29
--- training epoch 199, lr 0.000500, processed 4032/4032, loss -0.168, time elapsed(min) 0.30
--- training epoch 209, lr 0.000500, processed 4032/4032, loss -0.203, time elapsed(min) 0.30
--- training epoch 219, lr 0.000500, processed 4032/4032, loss -0.211, time elapsed(min) 0.30
--- training epoch 229, lr 0.000500, processed 4032/4032, loss -0.216, time elapsed(min) 0.29
--- training epoch 239, lr 0.000500, processed 4032/4032, loss -0.231, time elapsed(min) 0.29
--- training epoch 249, lr 0.000500, processed 4032/4032, loss -0.235, time elapsed(min) 0.29
--- training epoch 259, lr 0.000500, processed 4032/4032, loss -0.249, time elapsed(min) 0.29
--- training epoch 269, lr 0.000500, processed 4032/4032, loss -0.253, time elapsed(min) 0.30
--- training epoch 279, lr 0.000500, processed 4032/4032, loss -0.270, time elapsed(min) 0.29
--- training epoch 289, lr 0.000500, processed 4032/4032, loss -0.279, time elapsed(min) 0.29
--- training epoch 299, lr 0.000500, processed 4032/4032, loss -0.282, time elapsed(min) 0.29
--- training epoch 309, lr 0.000500, processed 4032/4032, loss -0.279, time elapsed(min) 0.29
--- training epoch 319, lr 0.000500, processed 4032/4032, loss -0.297, time elapsed(min) 0.29
--- training epoch 329, lr 0.000500, processed 4032/4032, loss -0.297, time elapsed(min) 0.29
--- training epoch 339, lr 0.000500, processed 4032/4032, loss -0.304, time elapsed(min) 0.29
--- training epoch 349, lr 0.000500, processed 4032/4032, loss -0.314, time elapsed(min) 0.29
--- training epoch 359, lr 0.000500, processed 4032/4032, loss -0.311, time elapsed(min) 0.29
--- training epoch 369, lr 0.000500, processed 4032/4032, loss -0.328, time elapsed(min) 0.29
--- training epoch 379, lr 0.000500, processed 4032/4032, loss -0.324, time elapsed(min) 0.29
