-- CONFIGURATIONS
--- data_type: 1 0
--- train/test: 2767/1188
--- max no. reactants: 6
--- max no. products: 1
--- use_saved: False
--- model_path: ./model/finetuned/model_1_0_2767_27407.pt
variable project_node_feats.0.weight loaded!
variable project_node_feats.0.bias loaded!
variable project_edge_feats.0.weight loaded!
variable project_edge_feats.0.bias loaded!
variable gnn_layers.0.eps loaded!
variable gnn_layers.0.apply_func.0.weight loaded!
variable gnn_layers.0.apply_func.0.bias loaded!
variable gnn_layers.0.apply_func.2.weight loaded!
variable gnn_layers.0.apply_func.2.bias loaded!
variable gnn_layers.1.eps loaded!
variable gnn_layers.1.apply_func.0.weight loaded!
variable gnn_layers.1.apply_func.0.bias loaded!
variable gnn_layers.1.apply_func.2.weight loaded!
variable gnn_layers.1.apply_func.2.bias loaded!
variable gnn_layers.2.eps loaded!
variable gnn_layers.2.apply_func.0.weight loaded!
variable gnn_layers.2.apply_func.0.bias loaded!
variable gnn_layers.2.apply_func.2.weight loaded!
variable gnn_layers.2.apply_func.2.bias loaded!
variable sparsify.0.weight loaded!
variable sparsify.0.bias loaded!
variable sparsify.1.weight loaded!
Successfully loaded pretrained model!
-- TRAINING
--- training epoch 9, lr 0.000500, processed 2767/2767, loss 0.312, time elapsed(min) 0.11
--- training epoch 19, lr 0.000500, processed 2767/2767, loss 0.152, time elapsed(min) 0.11
--- training epoch 29, lr 0.000500, processed 2767/2767, loss 0.077, time elapsed(min) 0.11
--- training epoch 39, lr 0.000500, processed 2767/2767, loss 0.047, time elapsed(min) 0.11
--- training epoch 49, lr 0.000500, processed 2767/2767, loss -0.009, time elapsed(min) 0.11
--- training epoch 59, lr 0.000500, processed 2767/2767, loss -0.079, time elapsed(min) 0.12
--- training epoch 69, lr 0.000500, processed 2767/2767, loss -0.090, time elapsed(min) 0.11
--- training epoch 79, lr 0.000500, processed 2767/2767, loss -0.134, time elapsed(min) 0.12
--- training epoch 89, lr 0.000500, processed 2767/2767, loss -0.157, time elapsed(min) 0.12
--- training epoch 99, lr 0.000500, processed 2767/2767, loss -0.183, time elapsed(min) 0.11
--- training epoch 109, lr 0.000500, processed 2767/2767, loss -0.210, time elapsed(min) 0.11
--- training epoch 119, lr 0.000500, processed 2767/2767, loss -0.206, time elapsed(min) 0.11
--- training epoch 129, lr 0.000500, processed 2767/2767, loss -0.232, time elapsed(min) 0.11
--- training epoch 139, lr 0.000500, processed 2767/2767, loss -0.244, time elapsed(min) 0.11
--- training epoch 149, lr 0.000500, processed 2767/2767, loss -0.239, time elapsed(min) 0.12
--- training epoch 159, lr 0.000500, processed 2767/2767, loss -0.263, time elapsed(min) 0.11
--- training epoch 169, lr 0.000500, processed 2767/2767, loss -0.280, time elapsed(min) 0.11
--- training epoch 179, lr 0.000500, processed 2767/2767, loss -0.291, time elapsed(min) 0.11
--- training epoch 189, lr 0.000500, processed 2767/2767, loss -0.306, time elapsed(min) 0.11
--- training epoch 199, lr 0.000500, processed 2767/2767, loss -0.304, time elapsed(min) 0.11
--- training epoch 209, lr 0.000500, processed 2767/2767, loss -0.317, time elapsed(min) 0.11
--- training epoch 219, lr 0.000500, processed 2767/2767, loss -0.317, time elapsed(min) 0.11
--- training epoch 229, lr 0.000500, processed 2767/2767, loss -0.324, time elapsed(min) 0.11
--- training epoch 239, lr 0.000500, processed 2767/2767, loss -0.322, time elapsed(min) 0.11
--- training epoch 249, lr 0.000500, processed 2767/2767, loss -0.343, time elapsed(min) 0.11
--- training epoch 259, lr 0.000500, processed 2767/2767, loss -0.351, time elapsed(min) 0.11
--- training epoch 269, lr 0.000500, processed 2767/2767, loss -0.359, time elapsed(min) 0.11
--- training epoch 279, lr 0.000500, processed 2767/2767, loss -0.361, time elapsed(min) 0.11
--- training epoch 289, lr 0.000500, processed 2767/2767, loss -0.354, time elapsed(min) 0.11
--- training epoch 299, lr 0.000500, processed 2767/2767, loss -0.367, time elapsed(min) 0.11
--- training epoch 309, lr 0.000500, processed 2767/2767, loss -0.374, time elapsed(min) 0.11
--- training epoch 319, lr 0.000500, processed 2767/2767, loss -0.376, time elapsed(min) 0.11
--- training epoch 329, lr 0.000500, processed 2767/2767, loss -0.370, time elapsed(min) 0.11
--- training epoch 339, lr 0.000500, processed 2767/2767, loss -0.389, time elapsed(min) 0.11
--- training epoch 349, lr 0.000500, processed 2767/2767, loss -0.393, time elapsed(min) 0.11
--- training epoch 359, lr 0.000500, processed 2767/2767, loss -0.403, time elapsed(min) 0.11
--- training epoch 369, lr 0.000500, processed 2767/2767, loss -0.399, time elapsed(min) 0.11
--- training epoch 379, lr 0.000500, processed 2767/2767, loss -0.386, time elapsed(min) 0.11
--- training epoch 389, lr 0.000500, processed 2767/2767, loss -0.410, time elapsed(min) 0.11
--- training epoch 399, lr 0.000500, processed 2767/2767, loss -0.411, time elapsed(min) 0.11
--- training epoch 409, lr 0.000050, processed 2767/2767, loss -0.464, time elapsed(min) 0.11
--- training epoch 419, lr 0.000050, processed 2767/2767, loss -0.461, time elapsed(min) 0.11
--- training epoch 429, lr 0.000050, processed 2767/2767, loss -0.464, time elapsed(min) 0.11
--- training epoch 439, lr 0.000050, processed 2767/2767, loss -0.466, time elapsed(min) 0.11
--- training epoch 449, lr 0.000050, processed 2767/2767, loss -0.461, time elapsed(min) 0.11
--- training epoch 459, lr 0.000005, processed 2767/2767, loss -0.480, time elapsed(min) 0.11
--- training epoch 469, lr 0.000005, processed 2767/2767, loss -0.479, time elapsed(min) 0.11
--- training epoch 479, lr 0.000005, processed 2767/2767, loss -0.474, time elapsed(min) 0.11
--- training epoch 489, lr 0.000005, processed 2767/2767, loss -0.475, time elapsed(min) 0.11
--- training epoch 499, lr 0.000005, processed 2767/2767, loss -0.474, time elapsed(min) 0.11
training terminated at epoch 499
-- RESULT
--- test size: 1188
--- MAE: 2.971, RMSE: 4.512, R2: 0.973, Spearman: 0.423
