-- CONFIGURATIONS
--- data_type: 3 1
--- train/test: 3057/898
--- max no. reactants: 6
--- max no. products: 1
--- use_saved: False
--- model_path: ./model/finetuned/model_3_1_3057_27407.pt
variable project_node_feats.0.weight loaded!
variable project_node_feats.0.bias loaded!
variable project_edge_feats.0.weight loaded!
variable project_edge_feats.0.bias loaded!
variable gnn_layers.0.eps loaded!
variable gnn_layers.0.apply_func.0.weight loaded!
variable gnn_layers.0.apply_func.0.bias loaded!
variable gnn_layers.0.apply_func.2.weight loaded!
variable gnn_layers.0.apply_func.2.bias loaded!
variable gnn_layers.1.eps loaded!
variable gnn_layers.1.apply_func.0.weight loaded!
variable gnn_layers.1.apply_func.0.bias loaded!
variable gnn_layers.1.apply_func.2.weight loaded!
variable gnn_layers.1.apply_func.2.bias loaded!
variable gnn_layers.2.eps loaded!
variable gnn_layers.2.apply_func.0.weight loaded!
variable gnn_layers.2.apply_func.0.bias loaded!
variable gnn_layers.2.apply_func.2.weight loaded!
variable gnn_layers.2.apply_func.2.bias loaded!
variable sparsify.0.weight loaded!
variable sparsify.0.bias loaded!
variable sparsify.1.weight loaded!
Successfully loaded pretrained model!
-- TRAINING
--- training epoch 9, lr 0.000500, processed 3057/3057, loss 0.356, time elapsed(min) 0.12
--- training epoch 19, lr 0.000500, processed 3057/3057, loss 0.147, time elapsed(min) 0.12
--- training epoch 29, lr 0.000500, processed 3057/3057, loss 0.064, time elapsed(min) 0.12
--- training epoch 39, lr 0.000500, processed 3057/3057, loss 0.024, time elapsed(min) 0.12
--- training epoch 49, lr 0.000500, processed 3057/3057, loss -0.018, time elapsed(min) 0.12
--- training epoch 59, lr 0.000500, processed 3057/3057, loss -0.019, time elapsed(min) 0.12
--- training epoch 69, lr 0.000500, processed 3057/3057, loss -0.070, time elapsed(min) 0.12
--- training epoch 79, lr 0.000500, processed 3057/3057, loss -0.140, time elapsed(min) 0.13
--- training epoch 89, lr 0.000500, processed 3057/3057, loss -0.139, time elapsed(min) 0.12
--- training epoch 99, lr 0.000500, processed 3057/3057, loss -0.165, time elapsed(min) 0.12
--- training epoch 109, lr 0.000500, processed 3057/3057, loss -0.214, time elapsed(min) 0.12
--- training epoch 119, lr 0.000500, processed 3057/3057, loss -0.226, time elapsed(min) 0.12
--- training epoch 129, lr 0.000500, processed 3057/3057, loss -0.263, time elapsed(min) 0.12
--- training epoch 139, lr 0.000500, processed 3057/3057, loss -0.224, time elapsed(min) 0.12
--- training epoch 149, lr 0.000500, processed 3057/3057, loss -0.274, time elapsed(min) 0.12
--- training epoch 159, lr 0.000500, processed 3057/3057, loss -0.256, time elapsed(min) 0.12
--- training epoch 169, lr 0.000500, processed 3057/3057, loss -0.294, time elapsed(min) 0.12
--- training epoch 179, lr 0.000500, processed 3057/3057, loss -0.308, time elapsed(min) 0.12
--- training epoch 189, lr 0.000500, processed 3057/3057, loss -0.324, time elapsed(min) 0.12
--- training epoch 199, lr 0.000500, processed 3057/3057, loss -0.332, time elapsed(min) 0.12
--- training epoch 209, lr 0.000500, processed 3057/3057, loss -0.326, time elapsed(min) 0.12
--- training epoch 219, lr 0.000500, processed 3057/3057, loss -0.312, time elapsed(min) 0.12
--- training epoch 229, lr 0.000500, processed 3057/3057, loss -0.342, time elapsed(min) 0.12
--- training epoch 239, lr 0.000500, processed 3057/3057, loss -0.338, time elapsed(min) 0.12
--- training epoch 249, lr 0.000500, processed 3057/3057, loss -0.353, time elapsed(min) 0.12
--- training epoch 259, lr 0.000500, processed 3057/3057, loss -0.352, time elapsed(min) 0.12
--- training epoch 269, lr 0.000500, processed 3057/3057, loss -0.350, time elapsed(min) 0.12
--- training epoch 279, lr 0.000500, processed 3057/3057, loss -0.356, time elapsed(min) 0.12
--- training epoch 289, lr 0.000500, processed 3057/3057, loss -0.377, time elapsed(min) 0.12
--- training epoch 299, lr 0.000500, processed 3057/3057, loss -0.383, time elapsed(min) 0.12
