-- CONFIGURATIONS
--- data_type: 2 0
--- train/test: 4032/1728
--- max no. reactants: 14
--- max no. products: 1
--- use_saved: False
--- model_path: ./model/finetuned/model_2_0_4032_27407.pt
variable project_node_feats.0.weight loaded!
variable project_node_feats.0.bias loaded!
variable project_edge_feats.0.weight loaded!
variable project_edge_feats.0.bias loaded!
variable gnn_layers.0.eps loaded!
variable gnn_layers.0.apply_func.0.weight loaded!
variable gnn_layers.0.apply_func.0.bias loaded!
variable gnn_layers.0.apply_func.2.weight loaded!
variable gnn_layers.0.apply_func.2.bias loaded!
variable gnn_layers.1.eps loaded!
variable gnn_layers.1.apply_func.0.weight loaded!
variable gnn_layers.1.apply_func.0.bias loaded!
variable gnn_layers.1.apply_func.2.weight loaded!
variable gnn_layers.1.apply_func.2.bias loaded!
variable gnn_layers.2.eps loaded!
variable gnn_layers.2.apply_func.0.weight loaded!
variable gnn_layers.2.apply_func.0.bias loaded!
variable gnn_layers.2.apply_func.2.weight loaded!
variable gnn_layers.2.apply_func.2.bias loaded!
variable sparsify.0.weight loaded!
variable sparsify.0.bias loaded!
variable sparsify.1.weight loaded!
Successfully loaded pretrained model!
-- TRAINING
--- training epoch 9, lr 0.000500, processed 4032/4032, loss 0.479, time elapsed(min) 0.30
--- training epoch 19, lr 0.000500, processed 4032/4032, loss 0.377, time elapsed(min) 0.31
--- training epoch 29, lr 0.000500, processed 4032/4032, loss 0.343, time elapsed(min) 0.31
--- training epoch 39, lr 0.000500, processed 4032/4032, loss 0.263, time elapsed(min) 0.30
--- training epoch 49, lr 0.000500, processed 4032/4032, loss 0.204, time elapsed(min) 0.30
--- training epoch 59, lr 0.000500, processed 4032/4032, loss 0.158, time elapsed(min) 0.30
--- training epoch 69, lr 0.000500, processed 4032/4032, loss 0.127, time elapsed(min) 0.31
--- training epoch 79, lr 0.000500, processed 4032/4032, loss 0.076, time elapsed(min) 0.31
--- training epoch 89, lr 0.000500, processed 4032/4032, loss 0.043, time elapsed(min) 0.31
--- training epoch 99, lr 0.000500, processed 4032/4032, loss 0.013, time elapsed(min) 0.30
--- training epoch 109, lr 0.000500, processed 4032/4032, loss -0.034, time elapsed(min) 0.30
--- training epoch 119, lr 0.000500, processed 4032/4032, loss -0.057, time elapsed(min) 0.31
--- training epoch 129, lr 0.000500, processed 4032/4032, loss -0.092, time elapsed(min) 0.30
--- training epoch 139, lr 0.000500, processed 4032/4032, loss -0.119, time elapsed(min) 0.32
--- training epoch 149, lr 0.000500, processed 4032/4032, loss -0.139, time elapsed(min) 0.30
--- training epoch 159, lr 0.000500, processed 4032/4032, loss -0.167, time elapsed(min) 0.31
--- training epoch 169, lr 0.000500, processed 4032/4032, loss -0.172, time elapsed(min) 0.30
--- training epoch 179, lr 0.000500, processed 4032/4032, loss -0.185, time elapsed(min) 0.30
--- training epoch 189, lr 0.000500, processed 4032/4032, loss -0.205, time elapsed(min) 0.31
--- training epoch 199, lr 0.000500, processed 4032/4032, loss -0.222, time elapsed(min) 0.31
--- training epoch 209, lr 0.000500, processed 4032/4032, loss -0.237, time elapsed(min) 0.31
--- training epoch 219, lr 0.000500, processed 4032/4032, loss -0.246, time elapsed(min) 0.30
--- training epoch 229, lr 0.000500, processed 4032/4032, loss -0.246, time elapsed(min) 0.30
--- training epoch 239, lr 0.000500, processed 4032/4032, loss -0.266, time elapsed(min) 0.30
--- training epoch 249, lr 0.000500, processed 4032/4032, loss -0.270, time elapsed(min) 0.30
--- training epoch 259, lr 0.000500, processed 4032/4032, loss -0.279, time elapsed(min) 0.30
--- training epoch 269, lr 0.000500, processed 4032/4032, loss -0.283, time elapsed(min) 0.30
--- training epoch 279, lr 0.000500, processed 4032/4032, loss -0.294, time elapsed(min) 0.30
--- training epoch 289, lr 0.000500, processed 4032/4032, loss -0.300, time elapsed(min) 0.31
--- training epoch 299, lr 0.000500, processed 4032/4032, loss -0.299, time elapsed(min) 0.30
--- training epoch 309, lr 0.000500, processed 4032/4032, loss -0.302, time elapsed(min) 0.30
--- training epoch 319, lr 0.000500, processed 4032/4032, loss -0.315, time elapsed(min) 0.30
--- training epoch 329, lr 0.000500, processed 4032/4032, loss -0.318, time elapsed(min) 0.31
--- training epoch 339, lr 0.000500, processed 4032/4032, loss -0.315, time elapsed(min) 0.30
--- training epoch 349, lr 0.000500, processed 4032/4032, loss -0.321, time elapsed(min) 0.30
--- training epoch 359, lr 0.000500, processed 4032/4032, loss -0.316, time elapsed(min) 0.30
--- training epoch 369, lr 0.000500, processed 4032/4032, loss -0.329, time elapsed(min) 0.31
--- training epoch 379, lr 0.000500, processed 4032/4032, loss -0.333, time elapsed(min) 0.31
--- training epoch 389, lr 0.000500, processed 4032/4032, loss -0.341, time elapsed(min) 0.30
--- training epoch 399, lr 0.000500, processed 4032/4032, loss -0.338, time elapsed(min) 0.31
--- training epoch 409, lr 0.000050, processed 4032/4032, loss -0.392, time elapsed(min) 0.31
--- training epoch 419, lr 0.000050, processed 4032/4032, loss -0.399, time elapsed(min) 0.30
--- training epoch 429, lr 0.000050, processed 4032/4032, loss -0.402, time elapsed(min) 0.31
--- training epoch 439, lr 0.000050, processed 4032/4032, loss -0.397, time elapsed(min) 0.30
--- training epoch 449, lr 0.000050, processed 4032/4032, loss -0.405, time elapsed(min) 0.30
--- training epoch 459, lr 0.000005, processed 4032/4032, loss -0.411, time elapsed(min) 0.30
--- training epoch 469, lr 0.000005, processed 4032/4032, loss -0.407, time elapsed(min) 0.30
--- training epoch 479, lr 0.000005, processed 4032/4032, loss -0.408, time elapsed(min) 0.31
--- training epoch 489, lr 0.000005, processed 4032/4032, loss -0.413, time elapsed(min) 0.31
--- training epoch 499, lr 0.000005, processed 4032/4032, loss -0.416, time elapsed(min) 0.31
training terminated at epoch 499
-- RESULT
--- test size: 1728
--- MAE: 6.001, RMSE: 9.137, R2: 0.892, Spearman: 0.455
