-- CONFIGURATIONS
--- data_type: 2 0
--- train/test: 4032/1728
--- max no. reactants: 14
--- max no. products: 1
--- use_saved: False
--- model_path: ./model/finetuned/model_2_0_4032_27407.pt
variable project_node_feats.0.weight loaded!
variable project_node_feats.0.bias loaded!
variable project_edge_feats.0.weight loaded!
variable project_edge_feats.0.bias loaded!
variable gnn_layers.0.eps loaded!
variable gnn_layers.0.apply_func.0.weight loaded!
variable gnn_layers.0.apply_func.0.bias loaded!
variable gnn_layers.0.apply_func.2.weight loaded!
variable gnn_layers.0.apply_func.2.bias loaded!
variable gnn_layers.1.eps loaded!
variable gnn_layers.1.apply_func.0.weight loaded!
variable gnn_layers.1.apply_func.0.bias loaded!
variable gnn_layers.1.apply_func.2.weight loaded!
variable gnn_layers.1.apply_func.2.bias loaded!
variable gnn_layers.2.eps loaded!
variable gnn_layers.2.apply_func.0.weight loaded!
variable gnn_layers.2.apply_func.0.bias loaded!
variable gnn_layers.2.apply_func.2.weight loaded!
variable gnn_layers.2.apply_func.2.bias loaded!
variable sparsify.0.weight loaded!
variable sparsify.0.bias loaded!
variable sparsify.1.weight loaded!
Successfully loaded pretrained model!
-- TRAINING
--- training epoch 9, lr 0.000500, processed 4032/4032, loss 0.357, time elapsed(min) 0.31
--- training epoch 19, lr 0.000500, processed 4032/4032, loss 0.178, time elapsed(min) 0.31
--- training epoch 29, lr 0.000500, processed 4032/4032, loss 0.101, time elapsed(min) 0.32
--- training epoch 39, lr 0.000500, processed 4032/4032, loss 0.027, time elapsed(min) 0.31
--- training epoch 49, lr 0.000500, processed 4032/4032, loss -0.018, time elapsed(min) 0.31
--- training epoch 59, lr 0.000500, processed 4032/4032, loss -0.065, time elapsed(min) 0.31
--- training epoch 69, lr 0.000500, processed 4032/4032, loss -0.098, time elapsed(min) 0.31
--- training epoch 79, lr 0.000500, processed 4032/4032, loss -0.139, time elapsed(min) 0.31
--- training epoch 89, lr 0.000500, processed 4032/4032, loss -0.170, time elapsed(min) 0.31
--- training epoch 99, lr 0.000500, processed 4032/4032, loss -0.181, time elapsed(min) 0.31
--- training epoch 109, lr 0.000500, processed 4032/4032, loss -0.196, time elapsed(min) 0.31
--- training epoch 119, lr 0.000500, processed 4032/4032, loss -0.220, time elapsed(min) 0.31
--- training epoch 129, lr 0.000500, processed 4032/4032, loss -0.244, time elapsed(min) 0.32
--- training epoch 139, lr 0.000500, processed 4032/4032, loss -0.254, time elapsed(min) 0.31
--- training epoch 149, lr 0.000500, processed 4032/4032, loss -0.263, time elapsed(min) 0.31
--- training epoch 159, lr 0.000500, processed 4032/4032, loss -0.274, time elapsed(min) 0.31
--- training epoch 169, lr 0.000500, processed 4032/4032, loss -0.295, time elapsed(min) 0.31
