-- CONFIGURATIONS
--- data_type: 3 1
--- train/test: 3057/898
--- max no. reactants: 6
--- max no. products: 1
--- use_saved: False
--- model_path: ./model/finetuned/model_3_1_3057_27407.pt
variable project_node_feats.0.weight loaded!
variable project_node_feats.0.bias loaded!
variable project_edge_feats.0.weight loaded!
variable project_edge_feats.0.bias loaded!
variable gnn_layers.0.eps loaded!
variable gnn_layers.0.apply_func.0.weight loaded!
variable gnn_layers.0.apply_func.0.bias loaded!
variable gnn_layers.0.apply_func.2.weight loaded!
variable gnn_layers.0.apply_func.2.bias loaded!
variable gnn_layers.1.eps loaded!
variable gnn_layers.1.apply_func.0.weight loaded!
variable gnn_layers.1.apply_func.0.bias loaded!
variable gnn_layers.1.apply_func.2.weight loaded!
variable gnn_layers.1.apply_func.2.bias loaded!
variable gnn_layers.2.eps loaded!
variable gnn_layers.2.apply_func.0.weight loaded!
variable gnn_layers.2.apply_func.0.bias loaded!
variable gnn_layers.2.apply_func.2.weight loaded!
variable gnn_layers.2.apply_func.2.bias loaded!
variable sparsify.0.weight loaded!
variable sparsify.0.bias loaded!
variable sparsify.1.weight loaded!
Successfully loaded pretrained model!
-- TRAINING
--- training epoch 9, lr 0.000500, processed 3057/3057, loss 0.257, time elapsed(min) 0.12
--- training epoch 19, lr 0.000500, processed 3057/3057, loss 0.119, time elapsed(min) 0.12
--- training epoch 29, lr 0.000500, processed 3057/3057, loss 0.068, time elapsed(min) 0.12
--- training epoch 39, lr 0.000500, processed 3057/3057, loss 0.002, time elapsed(min) 0.12
--- training epoch 49, lr 0.000500, processed 3057/3057, loss -0.049, time elapsed(min) 0.12
--- training epoch 59, lr 0.000500, processed 3057/3057, loss -0.085, time elapsed(min) 0.12
--- training epoch 69, lr 0.000500, processed 3057/3057, loss -0.124, time elapsed(min) 0.13
--- training epoch 79, lr 0.000500, processed 3057/3057, loss -0.168, time elapsed(min) 0.12
--- training epoch 89, lr 0.000500, processed 3057/3057, loss -0.172, time elapsed(min) 0.12
--- training epoch 99, lr 0.000500, processed 3057/3057, loss -0.209, time elapsed(min) 0.12
--- training epoch 109, lr 0.000500, processed 3057/3057, loss -0.213, time elapsed(min) 0.12
--- training epoch 119, lr 0.000500, processed 3057/3057, loss -0.230, time elapsed(min) 0.12
--- training epoch 129, lr 0.000500, processed 3057/3057, loss -0.245, time elapsed(min) 0.12
--- training epoch 139, lr 0.000500, processed 3057/3057, loss -0.261, time elapsed(min) 0.12
--- training epoch 149, lr 0.000500, processed 3057/3057, loss -0.263, time elapsed(min) 0.12
--- training epoch 159, lr 0.000500, processed 3057/3057, loss -0.287, time elapsed(min) 0.12
--- training epoch 169, lr 0.000500, processed 3057/3057, loss -0.294, time elapsed(min) 0.12
--- training epoch 179, lr 0.000500, processed 3057/3057, loss -0.308, time elapsed(min) 0.12
--- training epoch 189, lr 0.000500, processed 3057/3057, loss -0.317, time elapsed(min) 0.12
--- training epoch 199, lr 0.000500, processed 3057/3057, loss -0.318, time elapsed(min) 0.12
--- training epoch 209, lr 0.000500, processed 3057/3057, loss -0.324, time elapsed(min) 0.12
--- training epoch 219, lr 0.000500, processed 3057/3057, loss -0.328, time elapsed(min) 0.12
--- training epoch 229, lr 0.000500, processed 3057/3057, loss -0.343, time elapsed(min) 0.12
--- training epoch 239, lr 0.000500, processed 3057/3057, loss -0.349, time elapsed(min) 0.12
--- training epoch 249, lr 0.000500, processed 3057/3057, loss -0.355, time elapsed(min) 0.12
--- training epoch 259, lr 0.000500, processed 3057/3057, loss -0.345, time elapsed(min) 0.12
--- training epoch 269, lr 0.000500, processed 3057/3057, loss -0.349, time elapsed(min) 0.12
--- training epoch 279, lr 0.000500, processed 3057/3057, loss -0.351, time elapsed(min) 0.12
--- training epoch 289, lr 0.000500, processed 3057/3057, loss -0.364, time elapsed(min) 0.12
--- training epoch 299, lr 0.000500, processed 3057/3057, loss -0.378, time elapsed(min) 0.12
--- training epoch 309, lr 0.000500, processed 3057/3057, loss -0.392, time elapsed(min) 0.12
--- training epoch 319, lr 0.000500, processed 3057/3057, loss -0.388, time elapsed(min) 0.12
--- training epoch 329, lr 0.000500, processed 3057/3057, loss -0.395, time elapsed(min) 0.12
--- training epoch 339, lr 0.000500, processed 3057/3057, loss -0.397, time elapsed(min) 0.12
--- training epoch 349, lr 0.000500, processed 3057/3057, loss -0.390, time elapsed(min) 0.12
--- training epoch 359, lr 0.000500, processed 3057/3057, loss -0.401, time elapsed(min) 0.12
