-- CONFIGURATIONS
--- data_type: 3 1
--- train/test: 3057/898
--- max no. reactants: 6
--- max no. products: 1
--- use_saved: False
--- model_path: ./model/finetuned/model_3_1_3057_27407.pt
variable project_node_feats.0.weight loaded!
variable project_node_feats.0.bias loaded!
variable project_edge_feats.0.weight loaded!
variable project_edge_feats.0.bias loaded!
variable gnn_layers.0.eps loaded!
variable gnn_layers.0.apply_func.0.weight loaded!
variable gnn_layers.0.apply_func.0.bias loaded!
variable gnn_layers.0.apply_func.2.weight loaded!
variable gnn_layers.0.apply_func.2.bias loaded!
variable gnn_layers.1.eps loaded!
variable gnn_layers.1.apply_func.0.weight loaded!
variable gnn_layers.1.apply_func.0.bias loaded!
variable gnn_layers.1.apply_func.2.weight loaded!
variable gnn_layers.1.apply_func.2.bias loaded!
variable gnn_layers.2.eps loaded!
variable gnn_layers.2.apply_func.0.weight loaded!
variable gnn_layers.2.apply_func.0.bias loaded!
variable gnn_layers.2.apply_func.2.weight loaded!
variable gnn_layers.2.apply_func.2.bias loaded!
variable sparsify.0.weight loaded!
variable sparsify.0.bias loaded!
variable sparsify.1.weight loaded!
Successfully loaded pretrained model!
-- TRAINING
--- training epoch 9, lr 0.000500, processed 3057/3057, loss 0.367, time elapsed(min) 0.12
--- training epoch 19, lr 0.000500, processed 3057/3057, loss 0.114, time elapsed(min) 0.12
--- training epoch 29, lr 0.000500, processed 3057/3057, loss 0.066, time elapsed(min) 0.13
--- training epoch 39, lr 0.000500, processed 3057/3057, loss 0.017, time elapsed(min) 0.12
--- training epoch 49, lr 0.000500, processed 3057/3057, loss -0.026, time elapsed(min) 0.12
--- training epoch 59, lr 0.000500, processed 3057/3057, loss -0.051, time elapsed(min) 0.12
--- training epoch 69, lr 0.000500, processed 3057/3057, loss -0.092, time elapsed(min) 0.13
--- training epoch 79, lr 0.000500, processed 3057/3057, loss -0.145, time elapsed(min) 0.12
--- training epoch 89, lr 0.000500, processed 3057/3057, loss -0.148, time elapsed(min) 0.12
--- training epoch 99, lr 0.000500, processed 3057/3057, loss -0.165, time elapsed(min) 0.12
--- training epoch 109, lr 0.000500, processed 3057/3057, loss -0.198, time elapsed(min) 0.12
--- training epoch 119, lr 0.000500, processed 3057/3057, loss -0.226, time elapsed(min) 0.12
--- training epoch 129, lr 0.000500, processed 3057/3057, loss -0.230, time elapsed(min) 0.12
--- training epoch 139, lr 0.000500, processed 3057/3057, loss -0.268, time elapsed(min) 0.13
