-- CONFIGURATIONS
--- data_type: 1 0
--- train/test: 2767/1188
--- max no. reactants: 6
--- max no. products: 1
--- use_saved: False
--- model_path: ./model/finetuned/model_1_0_2767_27407.pt
variable project_node_feats.0.weight loaded!
variable project_node_feats.0.bias loaded!
variable project_edge_feats.0.weight loaded!
variable project_edge_feats.0.bias loaded!
variable gnn_layers.0.eps loaded!
variable gnn_layers.0.apply_func.0.weight loaded!
variable gnn_layers.0.apply_func.0.bias loaded!
variable gnn_layers.0.apply_func.2.weight loaded!
variable gnn_layers.0.apply_func.2.bias loaded!
variable gnn_layers.1.eps loaded!
variable gnn_layers.1.apply_func.0.weight loaded!
variable gnn_layers.1.apply_func.0.bias loaded!
variable gnn_layers.1.apply_func.2.weight loaded!
variable gnn_layers.1.apply_func.2.bias loaded!
variable gnn_layers.2.eps loaded!
variable gnn_layers.2.apply_func.0.weight loaded!
variable gnn_layers.2.apply_func.0.bias loaded!
variable gnn_layers.2.apply_func.2.weight loaded!
variable gnn_layers.2.apply_func.2.bias loaded!
variable sparsify.0.weight loaded!
variable sparsify.0.bias loaded!
variable sparsify.1.weight loaded!
Successfully loaded pretrained model!
-- TRAINING
--- training epoch 9, lr 0.000500, processed 2767/2767, loss 0.371, time elapsed(min) 0.11
--- training epoch 19, lr 0.000500, processed 2767/2767, loss 0.189, time elapsed(min) 0.11
--- training epoch 29, lr 0.000500, processed 2767/2767, loss 0.104, time elapsed(min) 0.11
--- training epoch 39, lr 0.000500, processed 2767/2767, loss 0.084, time elapsed(min) 0.11
--- training epoch 49, lr 0.000500, processed 2767/2767, loss 0.017, time elapsed(min) 0.11
--- training epoch 59, lr 0.000500, processed 2767/2767, loss -0.003, time elapsed(min) 0.11
--- training epoch 69, lr 0.000500, processed 2767/2767, loss -0.004, time elapsed(min) 0.11
--- training epoch 79, lr 0.000500, processed 2767/2767, loss -0.076, time elapsed(min) 0.11
--- training epoch 89, lr 0.000500, processed 2767/2767, loss -0.114, time elapsed(min) 0.11
--- training epoch 99, lr 0.000500, processed 2767/2767, loss -0.141, time elapsed(min) 0.11
--- training epoch 109, lr 0.000500, processed 2767/2767, loss -0.177, time elapsed(min) 0.11
--- training epoch 119, lr 0.000500, processed 2767/2767, loss -0.157, time elapsed(min) 0.11
--- training epoch 129, lr 0.000500, processed 2767/2767, loss -0.205, time elapsed(min) 0.11
--- training epoch 139, lr 0.000500, processed 2767/2767, loss -0.225, time elapsed(min) 0.11
--- training epoch 149, lr 0.000500, processed 2767/2767, loss -0.226, time elapsed(min) 0.11
--- training epoch 159, lr 0.000500, processed 2767/2767, loss -0.244, time elapsed(min) 0.11
--- training epoch 169, lr 0.000500, processed 2767/2767, loss -0.260, time elapsed(min) 0.11
--- training epoch 179, lr 0.000500, processed 2767/2767, loss -0.279, time elapsed(min) 0.11
--- training epoch 189, lr 0.000500, processed 2767/2767, loss -0.273, time elapsed(min) 0.11
--- training epoch 199, lr 0.000500, processed 2767/2767, loss -0.293, time elapsed(min) 0.11
--- training epoch 209, lr 0.000500, processed 2767/2767, loss -0.297, time elapsed(min) 0.11
--- training epoch 219, lr 0.000500, processed 2767/2767, loss -0.291, time elapsed(min) 0.11
--- training epoch 229, lr 0.000500, processed 2767/2767, loss -0.329, time elapsed(min) 0.11
--- training epoch 239, lr 0.000500, processed 2767/2767, loss -0.323, time elapsed(min) 0.11
--- training epoch 249, lr 0.000500, processed 2767/2767, loss -0.325, time elapsed(min) 0.11
--- training epoch 259, lr 0.000500, processed 2767/2767, loss -0.343, time elapsed(min) 0.11
--- training epoch 269, lr 0.000500, processed 2767/2767, loss -0.326, time elapsed(min) 0.11
--- training epoch 279, lr 0.000500, processed 2767/2767, loss -0.339, time elapsed(min) 0.11
--- training epoch 289, lr 0.000500, processed 2767/2767, loss -0.345, time elapsed(min) 0.11
--- training epoch 299, lr 0.000500, processed 2767/2767, loss -0.352, time elapsed(min) 0.11
--- training epoch 309, lr 0.000500, processed 2767/2767, loss -0.364, time elapsed(min) 0.11
--- training epoch 319, lr 0.000500, processed 2767/2767, loss -0.361, time elapsed(min) 0.11
--- training epoch 329, lr 0.000500, processed 2767/2767, loss -0.367, time elapsed(min) 0.11
--- training epoch 339, lr 0.000500, processed 2767/2767, loss -0.362, time elapsed(min) 0.11
--- training epoch 349, lr 0.000500, processed 2767/2767, loss -0.359, time elapsed(min) 0.11
--- training epoch 359, lr 0.000500, processed 2767/2767, loss -0.369, time elapsed(min) 0.10
--- training epoch 369, lr 0.000500, processed 2767/2767, loss -0.383, time elapsed(min) 0.11
--- training epoch 379, lr 0.000500, processed 2767/2767, loss -0.369, time elapsed(min) 0.11
--- training epoch 389, lr 0.000500, processed 2767/2767, loss -0.386, time elapsed(min) 0.11
--- training epoch 399, lr 0.000500, processed 2767/2767, loss -0.383, time elapsed(min) 0.11
--- training epoch 409, lr 0.000050, processed 2767/2767, loss -0.443, time elapsed(min) 0.11
--- training epoch 419, lr 0.000050, processed 2767/2767, loss -0.453, time elapsed(min) 0.11
--- training epoch 429, lr 0.000050, processed 2767/2767, loss -0.452, time elapsed(min) 0.11
--- training epoch 439, lr 0.000050, processed 2767/2767, loss -0.452, time elapsed(min) 0.11
--- training epoch 449, lr 0.000050, processed 2767/2767, loss -0.458, time elapsed(min) 0.11
--- training epoch 459, lr 0.000005, processed 2767/2767, loss -0.457, time elapsed(min) 0.11
--- training epoch 469, lr 0.000005, processed 2767/2767, loss -0.465, time elapsed(min) 0.10
--- training epoch 479, lr 0.000005, processed 2767/2767, loss -0.465, time elapsed(min) 0.11
--- training epoch 489, lr 0.000005, processed 2767/2767, loss -0.461, time elapsed(min) 0.11
--- training epoch 499, lr 0.000005, processed 2767/2767, loss -0.462, time elapsed(min) 0.11
--- training epoch 509, lr 0.000005, processed 2767/2767, loss -0.463, time elapsed(min) 0.11
--- training epoch 519, lr 0.000005, processed 2767/2767, loss -0.461, time elapsed(min) 0.11
--- training epoch 529, lr 0.000005, processed 2767/2767, loss -0.470, time elapsed(min) 0.11
--- training epoch 539, lr 0.000005, processed 2767/2767, loss -0.462, time elapsed(min) 0.11
--- training epoch 549, lr 0.000005, processed 2767/2767, loss -0.464, time elapsed(min) 0.11
--- training epoch 559, lr 0.000005, processed 2767/2767, loss -0.462, time elapsed(min) 0.11
--- training epoch 569, lr 0.000005, processed 2767/2767, loss -0.460, time elapsed(min) 0.11
--- training epoch 579, lr 0.000005, processed 2767/2767, loss -0.462, time elapsed(min) 0.11
--- training epoch 589, lr 0.000005, processed 2767/2767, loss -0.464, time elapsed(min) 0.11
--- training epoch 599, lr 0.000005, processed 2767/2767, loss -0.463, time elapsed(min) 0.11
--- training epoch 609, lr 0.000005, processed 2767/2767, loss -0.461, time elapsed(min) 0.11
--- training epoch 619, lr 0.000005, processed 2767/2767, loss -0.461, time elapsed(min) 0.11
--- training epoch 629, lr 0.000005, processed 2767/2767, loss -0.464, time elapsed(min) 0.11
--- training epoch 639, lr 0.000005, processed 2767/2767, loss -0.471, time elapsed(min) 0.11
--- training epoch 649, lr 0.000005, processed 2767/2767, loss -0.463, time elapsed(min) 0.10
--- training epoch 659, lr 0.000005, processed 2767/2767, loss -0.466, time elapsed(min) 0.11
--- training epoch 669, lr 0.000005, processed 2767/2767, loss -0.462, time elapsed(min) 0.11
--- training epoch 679, lr 0.000005, processed 2767/2767, loss -0.461, time elapsed(min) 0.11
--- training epoch 689, lr 0.000005, processed 2767/2767, loss -0.461, time elapsed(min) 0.10
--- training epoch 699, lr 0.000005, processed 2767/2767, loss -0.467, time elapsed(min) 0.11
--- training epoch 709, lr 0.000005, processed 2767/2767, loss -0.461, time elapsed(min) 0.11
--- training epoch 719, lr 0.000005, processed 2767/2767, loss -0.467, time elapsed(min) 0.11
